,Unnamed: 0,Video Id,Primary Label,Predicted Label (Child Directed or not),Response
735,357,05wQrmLejyo,False,Not Child Directed,"The title and thumbnail do not suggest that the video is child-directed. The title mentions ""official music video,"" which typically implies a target audience of teenagers and adults.  The thumbnail shows two young adults, suggesting a romantic storyline, which is not appropriate for children. Therefore, the video is not considered child-directed."
736,358,q6FgMydW7X4,False,Not Child Directed,"The video features adult singers and a romantic theme, which is not suitable for children.  The song title, ""Pernah Memiliki"" (Once Owned), also suggests a mature theme of past relationships. Therefore, it does not meet the criteria for child-directed content."
737,359,AURkGj0jEx4,False,Not Child Directed,"The title mentions ""official music video"", suggesting it's a professional music release, not content explicitly made for children.  The thumbnail shows a young adult in what seems to be a music video setting, further suggesting it's not child-directed."
738,360,YLiRgeU7fQw,False,Not Child Directed,The thumbnail shows a young couple posing in front of a car. The title mentions a music video.  There is nothing in the thumbnail or title to suggest that the content is designed for children or includes child-appealing elements.  Music videos generally do not meet the criteria for child-directed content.
739,361,LRwE4jZmBy0,False,Not Child Directed,"The title ""Trauma"" and the thumbnail suggest a mature theme, likely involving emotional distress or difficult relationships.  The presence of adult actors and a piano further indicates that this is not content aimed at children."
740,362,_D4aRNrmbug,False,Not Child Directed,"The video is a music video with a romantic theme, featuring two adults in a relationship.  The setting and visuals are not child-appealing, and the song title and artist suggest a mature audience.  There are no child-friendly elements present."
741,363,Psr7yfO_WY0,False,Not Child Directed,"The title, ""Judika - Bagaimana Kalau Aku Tidak Baik - Baik Saja (Official Music Video)"", suggests a song with potentially mature themes or complex emotions not suitable for children.  The thumbnail shows a man sitting alone under a barren tree, which is not child-appealing. Therefore, it is unlikely to be child-directed."
742,364,fR4B5FDlNBA,False,Not Child Directed,"The title and thumbnail do not suggest that the video is intended for children.  The title includes the name of a singer and the title of a song, which is not typically associated with children's content. The thumbnail shows a close-up of a woman's face, which is not child-appealing. Therefore, there is no indication that the video is child-directed."
743,365,x2F5Etzi0hA,False,Not Child Directed,"The video is a recipe for mushroom soup.  Recipes are generally not considered child-directed unless specifically designed for children (e.g., ""Cooking for Kids""). This recipe does not have child-appealing elements such as cartoonish visuals or simplified instructions."
744,366,2aBN5W70pBU,False,Not Child Directed,"The video shows a cooking process of making cheese pancakes.  There are no child-appealing elements such as cartoonish visuals, light-hearted themes, or simplified narratives. The title is in Russian, and the content is not explicitly designed for children."
745,367,7xXOIQWGIpI,False,Not Child Directed,"The video discusses the inner workings of a modern cable.  The title and thumbnail do not suggest child-appealing elements such as cartoons, animation, or child-friendly themes. The subject matter is technical and not typically of interest to children."
746,368,RXziCy--A-c,False,Not Child Directed,The video is about how pavement tiles are made.  This topic and the visuals shown in the thumbnail are not typically of interest to children.  There are no child-appealing elements present.
747,369,d9i084l2UJ8,False,Not Child Directed,"The video is about the making of olive mayonnaise.  The title and thumbnail do not suggest child-directed content. The topic is not typically of interest to children, and there are no child-appealing elements present."
748,370,s0xwpBMZpSM,False,Not Child Directed,"The video shows a recipe for a food item.  While food preparation can sometimes be child-directed, this video does not have any child-appealing elements such as cartoonish visuals, light-hearted themes, or simplified instructions. The title is in a foreign language, but it translates to ""Classic lazy dumplings from cottage cheese! A tasty breakfast from childhood.""  This suggests a nostalgic theme for adults, not a focus on children."
749,371,3x8AEfPQKPE,False,Not Child Directed,"The video is about soy sauce, a culinary topic not typically of interest to children.  The title and thumbnail do not suggest child-appealing elements such as cartoons, animation, or child-friendly themes."
750,372,LwU2J-fiyc8,False,Not Child Directed,The video is about the manufacturing process of ketchup.  The title and thumbnail do not suggest child-directed content.  The target audience is likely adults interested in how things are made.
751,373,fWc5QGFCaUc,False,Not Child Directed,"The video is about the inner workings of a dirigible.  The title and thumbnail do not suggest child-appealing elements such as cartoons, animation, or child-friendly themes. The subject matter is too complex for a child audience."
752,374,Kcf6MlSnSUw,False,Not Child Directed,"The video title translates to ""City from a Constructor | How it works | Discovery.""  The thumbnail shows a modular building, suggesting a documentary-style video about construction or engineering. This topic and the visual style are not typically associated with children's content."
