Unnamed: 0,Video Id,Primary Label,Predicted Label,Response
285,fR4B5FDlNBA,Not Child Directed,Not Child Directed,"The video features a young woman singing a song.  The song is in Indonesian. While the visuals are somewhat soft and muted, there are no child-appealing elements such as cartoons, bright colors, or child-friendly themes. The song itself is not a children's song, and the overall mood is not one that would typically appeal to children."
286,x2F5Etzi0hA,Not Child Directed,Not Child Directed,"The video is a cooking tutorial showing how to make mushroom soup.  It does not contain any child-appealing elements, such as cartoonish visuals, light-hearted themes, or simplified narratives. The content is primarily instructional and focuses on a culinary task, making it unsuitable for a child audience."
287,2aBN5W70pBU,Not Child Directed,Not Child Directed,"The video shows a cooking process of making syrniki (cottage cheese pancakes).  There are no child-appealing elements, and the content is not explicitly created for children. The cooking process is not simplified for children, and there are no child-friendly characters or themes."
288,7xXOIQWGIpI,Not Child Directed,Not Child Directed,The video is about how a modern cable is made.  It features technical details and is not designed for children. The language is Russian.
289,RXziCy--A-c,Not Child Directed,Not Child Directed,"The video is about how pavement tiles are made.  The content is instructional and focuses on a manufacturing process, which is not typically of interest to children.  The language used is Russian, and there are no child-appealing elements present."
290,d9i084l2UJ8,Not Child Directed,Not Child Directed,"The video is in Russian and discusses the making of olive mayonnaise.  It does not contain any child-appealing elements, such as cartoons or child-friendly themes. The content is instructional and geared towards an adult audience interested in food preparation."
291,s0xwpBMZpSM,Not Child Directed,Not Child Directed,"The video is a cooking tutorial showing how to make dumplings.  It does not contain any child-appealing elements, such as cartoonish visuals, light-hearted themes, or simplified narratives. The content is primarily instructional and focuses on a culinary process, making it unsuitable for a child audience."
292,3x8AEfPQKPE,Not Child Directed,Not Child Directed,The video is about soy sauce.  It's a cooking-related topic and the style is not child-appealing. The language used is Russian.
293,LwU2J-fiyc8,Not Child Directed,Not Child Directed,"The video is a Discovery channel advertisement for a show about ketchup.  The target audience is adults interested in the manufacturing process of common food items. The video does not contain child-appealing elements such as cartoons, animation, or child-friendly themes. The language used is Russian, which is not typically associated with children's content."
294,fWc5QGFCaUc,Not Child Directed,Not Child Directed,"The video is a Discovery channel segment about airships.  The language is Russian. The content is educational but not designed for children.  It lacks child-appealing elements such as bright colors, cartoon characters, or simple narratives. The subject matter and presentation style are not suitable for a young audience."
295,Kcf6MlSnSUw,Not Child Directed,Not Child Directed,"The video is about modular construction and is presented in a style that is not typically appealing to children.  The language used is Russian, and the content is focused on a technical subject matter that is not suitable for a young audience."
296,un9FH_9R_xQ,Not Child Directed,Not Child Directed,"The video is about how a bicycle chain works.  It's a technical explanation, not designed for children and lacks child-appealing elements. The language used is Russian."
