,Video Id,Primary Label,Predicted Label,Response,Languages,Unnamed: 0
2194,EIMLG8uKK5Y,child directed,appropriate,"The advertisement promotes a nutritious drink for children, highlighting the vitamins it provides.  The visuals show children and adults happily drinking the beverage and engaging in positive activities like dancing, studying, and working. There is no violence, sexual content, or other inappropriate elements present. Therefore, it is appropriate for children under 9.",['Sinhala'],2119.0
2195,wURw58DWiOA,irrelevant,appropriate,"The advertisement is about a data plan. It shows young adults in a modern office setting. There is no violence, sexual content, or other inappropriate material present.  The only potentially questionable element is the consumption of donuts, but this is presented in a lighthearted manner and is not harmful. Therefore, the advertisement is appropriate for children under 9.",['Sinhala'],2120.0
2196,DwNatxJHBGo,irrelevant,appropriate,This is an advertisement for Sensodyne toothpaste. The ad shows the product and where it can be purchased. There is no inappropriate content for children under 9.,['Sinhala'],2121.0
2197,0fxHu4MVujg,irrelevant,appropriate,"This is a video game advertisement. The video shows pixelated characters and environments. There is no violence, sexual content, or other inappropriate elements present. Therefore, it is appropriate for children under 9.",[],2122.0
2198,0eOQOwTnsGg,irrelevant,appropriate,"This is an advertisement for a mattress. The video shows the mattress from different angles and highlights its features. There is no violence, sexual content, or other inappropriate material present. The audio describes the features of the mattress and its benefits. Therefore, the video is appropriate for children under 9.",['English'],2123.0
2199,bUltXkQt5gM,inappropriate,inappropriate,"The music video contains multiple scenes of intimacy between a man and a woman.  There are scenes of them embracing, kissing on the hand, and other close physical contact. The lyrics of the song, while not explicitly sexual, are romantic in nature and deal with themes of longing and heartbreak.  These elements are not suitable for children under 9.",['Arabic'],2124.0
2200,bQES_F6c7c8,child directed,appropriate,"This is an advertisement for an educational math game called AdaptedMind. The video uses cartoonish monsters and animation to teach basic math concepts. There is no violence, inappropriate language, or other content that would be considered harmful to children. Therefore, this video is appropriate for children under 9.",['English'],2125.0
2201,dnU4qj-ZT2I,irrelevant,appropriate,"The advertisement is for Eno, a medicine that helps with gastric problems. While the advertisement shows a family, there is no inappropriate content for children under 9. The advertisement is appropriate.",['Sinhala'],2126.0
2202,fysVod7eanc,inappropriate,inappropriate,"The video contains multiple scenes of intimacy between a man and a woman. There are several instances of kissing, hugging, and romantic dancing.  These elements are not suitable for children under the age of 9. The song itself is a romantic song, further contributing to the inappropriateness for young children.",['Kannada'],2127.0
2203,pPs_ftHlRuE,irrelevant,appropriate,"The video is an advertisement for Pampers diapers and wipes.  The presenter is a woman who is pregnant. She speaks about the importance of using diapers that allow the baby's skin to breathe and uses gentle wipes. The video shows the products and the presenter, but there is nothing inappropriate for children under 9. ",['Swedish'],2128.0
2204,vNTz1bQ9o0Q,irrelevant,appropriate,"The video is a news report about economic and business developments in Sri Lanka.  The visuals are mostly charts, graphs, and images of people in business settings. There is no violence, sexual content, or other elements that would be considered inappropriate for children. The language used is professional and there is no offensive language.",['English'],2129.0
2205,-JlqGqRYKcw,irrelevant,appropriate,"The video is an advertisement for a course. The presenter is a woman who is dressed in business attire. The background is the Australian flag. The ad does not contain any inappropriate content for children under 9. Therefore, it is labeled as appropriate.",['English'],2130.0
2206,JUo8SAJXS_I,inappropriate,inappropriate,"The music video contains intimacy (sensual physical contact, marriage, romance, dating and relationships, apparent romantic conduct between subjects/actors) and romantic songs and music. Therefore, it is inappropriate for children under 9.","['Swahili', 'English']",2131.0
2207,OnzaZ4JUrfg,irrelevant,appropriate,"The video is an advertisement for a hotel. It shows images of hotel rooms and mentions the hotel's amenities. There is no violence, sexual content, or other inappropriate material present. The language spoken is German.",['German'],2132.0
2208,bcdM17Yub4w,irrelevant,appropriate,"The video is an advertisement for Odel's unisex clothing line. It shows models of both genders wearing different items from the collection. There is background music but no lyrics or dialogue. The clothing is modest and there is nothing inappropriate in the video. Therefore, it is appropriate for children under 9.",[],2133.0
2209,gi3v86GGFS8,irrelevant,appropriate,"The video is an advertisement for body mists. It shows a woman spraying body mist on herself, rose petals, jasmine flowers, and four bottles of body mist. There is background music but no lyrics. There is no inappropriate content for children under 9. Therefore, the video is appropriate.",[],2134.0
2210,D0PuuZeX2qk,irrelevant,appropriate,"The video shows a food processor being used to prepare different kinds of food. There is no violence, self-harm, sexual content, discrimination, offensive language, or other inappropriate content present in the video. Therefore, it is appropriate for children under 9.",['No Language'],2135.0
